CustomerID,Title,FirstName,MiddleName,LastName,CompanyName,SalesPerson,EmailAddress,Phone,ModifiedDate,EmailDomain,YearMonth,Year,PhoneLength,FullName
1,Mr.,Orlando,N.,Gee,A Bike Store,adventure-works\pamela0,orlando0@adventure-works.com,2455550173,2005-08-01 00:00:00.000,adventure-works.com,2005-08,2005,10,Orlando N. Gee
2,Mr.,Keith,Unknown,Harris,Progressive Sports,adventure-works\david8,keith0@adventure-works.com,1705550127,2006-08-01 00:00:00.000,adventure-works.com,2006-08,2006,10,Keith Unknown Harris
3,Ms.,Donna,F.,Carreras,Advanced Bike Components,adventure-works\jillian0,donna0@adventure-works.com,2795550130,2005-09-01 00:00:00.000,adventure-works.com,2005-09,2005,10,Donna F. Carreras
4,Ms.,Janet,M.,Gates,Modular Cycle Systems,adventure-works\jillian0,janet1@adventure-works.com,7105550173,2006-07-01 00:00:00.000,adventure-works.com,2006-07,2006,10,Janet M. Gates
5,Mr.,Lucy,Unknown,Harrington,Metropolitan Sports Supply,adventure-works\shu0,lucy0@adventure-works.com,8285550186,2006-09-01 00:00:00.000,adventure-works.com,2006-09,2006,10,Lucy Unknown Harrington
6,Ms.,Rosmarie,J.,Carroll,Aerobic Exercise Company,adventure-works\linda3,rosmarie0@adventure-works.com,2445550112,2007-09-01 00:00:00.000,adventure-works.com,2007-09,2007,10,Rosmarie J. Carroll
7,Mr.,Dominic,P.,Gash,Associated Bikes,adventure-works\shu0,dominic0@adventure-works.com,1925550173,2006-07-01 00:00:00.000,adventure-works.com,2006-07,2006,10,Dominic P. Gash
10,Ms.,Kathleen,M.,Garza,Rural Cycle Emporium,adventure-works\josé1,kathleen0@adventure-works.com,1505550127,2006-09-01 00:00:00.000,adventure-works.com,2006-09,2006,10,Kathleen M. Garza
11,Ms.,Katherine,Unknown,Harding,Sharp Bikes,adventure-works\josé1,katherine0@adventure-works.com,9265550159,2005-08-01 00:00:00.000,adventure-works.com,2005-08,2005,10,Katherine Unknown Harding
12,Mr.,Johnny,A.,Caprio,Bikes and Motorbikes,adventure-works\garrett1,johnny0@adventure-works.com,1125550191,2006-08-01 00:00:00.000,adventure-works.com,2006-08,2006,10,Johnny A. Caprio
16,Mr.,Christopher,R.,Beck,Bulk Discount Store,adventure-works\jae0,christopher1@adventure-works.com,1115005550132,2006-09-01 00:00:00.000,adventure-works.com,2006-09,2006,13,Christopher R. Beck
18,Mr.,David,J.,Liu,Catalog Store,adventure-works\michael9,david20@adventure-works.com,4405550132,2005-08-01 00:00:00.000,adventure-works.com,2005-08,2005,10,David J. Liu
19,Mr.,John,A.,Beaver,Center Cycle Shop,adventure-works\pamela0,john8@adventure-works.com,5215550195,2007-04-01 00:00:00.000,adventure-works.com,2007-04,2007,10,John A. Beaver
20,Ms.,Jean,P.,Handley,Central Discount Store,adventure-works\david8,jean1@adventure-works.com,5825550113,2005-09-01 00:00:00.000,adventure-works.com,2005-09,2005,10,Jean P. Handley
21,Unknown,Jinghao,Unknown,Liu,Chic Department Stores,adventure-works\jillian0,jinghao1@adventure-works.com,9285550116,2006-09-01 00:00:00.000,adventure-works.com,2006-09,2006,10,Jinghao Unknown Liu
22,Ms.,Linda,E.,Burnett,Travel Systems,adventure-works\jillian0,linda4@adventure-works.com,1215550121,2005-08-01 00:00:00.000,adventure-works.com,2005-08,2005,10,Linda E. Burnett
23,Mr.,Kerim,Unknown,Hanif,Bike World,adventure-works\shu0,kerim0@adventure-works.com,2165550122,2006-09-01 00:00:00.000,adventure-works.com,2006-09,2006,10,Kerim Unknown Hanif
24,Mr.,Kevin,Unknown,Liu,Eastside Department Store,adventure-works\linda3,kevin5@adventure-works.com,9265550164,2006-09-01 00:00:00.000,adventure-works.com,2006-09,2006,10,Kevin Unknown Liu
25,Mr.,Donald,L.,Blanton,Coalition Bike Company,adventure-works\shu0,donald0@adventure-works.com,3575550161,2006-09-01 00:00:00.000,adventure-works.com,2006-09,2006,10,Donald L. Blanton
28,Ms.,Jackie,E.,Blackwell,Commuter Bicycle Store,adventure-works\josé1,jackie0@adventure-works.com,9725550163,2007-08-01 00:00:00.000,adventure-works.com,2007-08,2007,10,Jackie E. Blackwell
29,Mr.,Bryan,Unknown,Hamilton,Cross-Country Riding Supplies,adventure-works\josé1,bryan2@adventure-works.com,3445550144,2005-08-01 00:00:00.000,adventure-works.com,2005-08,2005,10,Bryan Unknown Hamilton
30,Mr.,Todd,R.,Logan,Cycle Merchants,adventure-works\garrett1,todd0@adventure-works.com,7835550110,2006-09-01 00:00:00.000,adventure-works.com,2006-09,2006,10,Todd R. Logan
34,Ms.,Barbara,J.,German,Cycles Wholesaler & Mfg.,adventure-works\jae0,barbara4@adventure-works.com,1115005550181,2007-07-01 00:00:00.000,adventure-works.com,2007-07,2007,13,Barbara J. German
37,Mr.,Jim,Unknown,Geist,Two Bike Shops,adventure-works\pamela0,jim1@adventure-works.com,7245550161,2006-09-01 00:00:00.000,adventure-works.com,2006-09,2006,10,Jim Unknown Geist
38,Ms.,Betty,M.,Haines,Finer Mart,adventure-works\david8,betty0@adventure-works.com,8675550114,2007-09-01 00:00:00.000,adventure-works.com,2007-09,2007,10,Betty M. Haines
39,Ms.,Sharon,J.,Looney,Fitness Hotel,adventure-works\jillian0,sharon2@adventure-works.com,3775550132,2006-09-01 00:00:00.000,adventure-works.com,2006-09,2006,10,Sharon J. Looney
40,Mr.,Darren,Unknown,Gehring,Journey Sporting Goods,adventure-works\jillian0,darren0@adventure-works.com,4175550182,2005-08-01 00:00:00.000,adventure-works.com,2005-08,2005,10,Darren Unknown Gehring
41,Ms.,Erin,M.,Hagens,Distant Inn,adventure-works\shu0,erin1@adventure-works.com,2445550127,2006-07-01 00:00:00.000,adventure-works.com,2006-07,2006,10,Erin M. Hagens
42,Mr.,Jeremy,Unknown,Los,Healthy Activity Store,adventure-works\linda3,jeremy0@adventure-works.com,9115550165,2006-07-01 00:00:00.000,adventure-works.com,2006-07,2006,10,Jeremy Unknown Los
43,Ms.,Elsa,Unknown,Leavitt,Frugal Bike Shop,adventure-works\shu0,elsa0@adventure-works.com,4825550174,2006-08-01 00:00:00.000,adventure-works.com,2006-08,2006,10,Elsa Unknown Leavitt
46,Mr.,David,O,Lawrence,Gear-Shift Bikes Limited,adventure-works\josé1,david19@adventure-works.com,6535550159,2006-12-01 00:00:00.000,adventure-works.com,2006-12,2006,10,David O Lawrence
47,Ms.,Hattie,J.,Haemon,Greater Bike Store,adventure-works\josé1,hattie0@adventure-works.com,1415550172,2005-09-01 00:00:00.000,adventure-works.com,2005-09,2005,10,Hattie J. Haemon
48,Ms.,Anita,R.,Lucerne,Grand Industries,adventure-works\garrett1,anita0@adventure-works.com,1645550118,2007-09-01 00:00:00.000,adventure-works.com,2007-09,2007,10,Anita R. Lucerne
52,Ms.,Rebecca,Unknown,Laszlo,Instruments and Parts Company,adventure-works\jae0,rebecca2@adventure-works.com,1115005550155,2007-09-01 00:00:00.000,adventure-works.com,2007-09,2007,13,Rebecca Unknown Laszlo
55,Mr.,Eric,Unknown,Lang,Kickstands and Accessories Company,adventure-works\pamela0,eric6@adventure-works.com,9325550163,2007-09-01 00:00:00.000,adventure-works.com,2007-09,2007,10,Eric Unknown Lang
56,Mr.,Brian,Unknown,Groth,Latest Accessories Sales,adventure-works\david8,brian5@adventure-works.com,4615550118,2006-08-01 00:00:00.000,adventure-works.com,2006-08,2006,10,Brian Unknown Groth
57,Ms.,Judy,R.,Lundahl,Leading Sales & Repair,adventure-works\jillian0,judy1@adventure-works.com,2605550130,2005-09-01 00:00:00.000,adventure-works.com,2005-09,2005,10,Judy R. Lundahl
58,Mr.,Peter,Unknown,Kurniawan,Largest Bike Store,adventure-works\jillian0,peter4@adventure-works.com,4365550160,2005-11-01 00:00:00.000,adventure-works.com,2005-11,2005,10,Peter Unknown Kurniawan
59,Mr.,Douglas,Unknown,Groncki,Locks Company,adventure-works\shu0,douglas2@adventure-works.com,3855550140,2007-09-01 00:00:00.000,adventure-works.com,2007-09,2007,10,Douglas Unknown Groncki
60,Mr.,Sean,J.,Lunt,Main Bicycle Services,adventure-works\linda3,sean4@adventure-works.com,1835550111,2007-09-01 00:00:00.000,adventure-works.com,2007-09,2007,10,Sean J. Lunt
61,Mr.,Jeffrey,Unknown,Kurtz,Many Bikes Store,adventure-works\shu0,jeffrey3@adventure-works.com,4525550179,2006-09-01 00:00:00.000,adventure-works.com,2006-09,2006,10,Jeffrey Unknown Kurtz
64,Mr.,Vamsi,Unknown,Kuppa,Metal Clearing House,adventure-works\josé1,vamsi1@adventure-works.com,2905550196,2007-08-01 00:00:00.000,adventure-works.com,2007-08,2007,10,Vamsi Unknown Kuppa
65,Ms.,Jane,P.,Greer,Metro Manufacturing,adventure-works\josé1,jane2@adventure-works.com,7375550163,2006-08-01 00:00:00.000,adventure-works.com,2006-08,2006,10,Jane P. Greer
66,Mr.,Alexander,J.,Deborde,Neighborhood Store,adventure-works\garrett1,alexander1@adventure-works.com,3945550176,2006-08-01 00:00:00.000,adventure-works.com,2006-08,2006,10,Alexander J. Deborde
70,Mr.,Deepak,Unknown,Kumar,Outdoor Aerobic Systems Company,adventure-works\jae0,deepak0@adventure-works.com,1115005550122,2007-08-01 00:00:00.000,adventure-works.com,2007-08,2007,13,Deepak Unknown Kumar
73,Ms.,Margaret,T.,Krupka,Outdoor Sports Supply,adventure-works\pamela0,margaret1@adventure-works.com,1075550132,2005-08-01 00:00:00.000,adventure-works.com,2005-08,2005,10,Margaret T. Krupka
74,Mr.,Christopher,M.,Bright,Parcel Express Delivery Service,adventure-works\david8,christopher2@adventure-works.com,1625550166,2005-11-01 00:00:00.000,adventure-works.com,2005-11,2005,10,Christopher M. Bright
75,Ms.,Aidan,Unknown,Delaney,Paint Supply,adventure-works\jillian0,aidan0@adventure-works.com,3585550188,2005-09-01 00:00:00.000,adventure-works.com,2005-09,2005,10,Aidan Unknown Delaney
76,Mr.,James,J.,Krow,Out-of-the-Way Hotels,adventure-works\jillian0,james11@adventure-works.com,2655550190,2005-09-01 00:00:00.000,adventure-works.com,2005-09,2005,10,James J. Krow
77,Mr.,Michael,Unknown,Brundage,Mechanical Products Ltd.,adventure-works\shu0,michael13@adventure-works.com,1285550148,2006-08-01 00:00:00.000,adventure-works.com,2006-08,2006,10,Michael Unknown Brundage
78,Mr.,Stefan,Unknown,Delmarco,Preferred Bikes,adventure-works\linda3,stefan0@adventure-works.com,8195550186,2005-08-01 00:00:00.000,adventure-works.com,2005-08,2005,10,Stefan Unknown Delmarco
79,Mr.,Mitch,Unknown,Kennedy,Reasonable Bicycle Sales,adventure-works\shu0,mitch0@adventure-works.com,9965550192,2006-08-01 00:00:00.000,adventure-works.com,2006-08,2006,10,Mitch Unknown Kennedy
82,Mr.,James,D.,Kramer,Refined Department Stores,adventure-works\josé1,james10@adventure-works.com,8145550130,2006-07-01 00:00:00.000,adventure-works.com,2006-07,2006,10,James D. Kramer
83,Mr.,Eric,J.,Brumfield,Requisite Part Supply,adventure-works\josé1,eric3@adventure-works.com,6445550114,2005-07-01 00:00:00.000,adventure-works.com,2005-07,2005,10,Eric J. Brumfield
84,Ms.,Della,F.,Demott Jr,Rewarding Activities Company,adventure-works\garrett1,della0@adventure-works.com,7525550185,2005-08-01 00:00:00.000,adventure-works.com,2005-08,2005,10,Della F. Demott Jr
88,Ms.,Pamala,M.,Kotc,Closest Bicycle Store,adventure-works\jae0,pamala0@adventure-works.com,1115005550173,2007-09-01 00:00:00.000,adventure-works.com,2007-09,2007,13,Pamala M. Kotc
91,Ms.,Joy,R.,Koski,Scooters and Bikes Store,adventure-works\pamela0,joy0@adventure-works.com,8105550198,2005-09-01 00:00:00.000,adventure-works.com,2005-09,2005,10,Joy R. Koski
92,Ms.,Jovita,A.,Carmody,Sports Commodities,adventure-works\david8,jovita0@adventure-works.com,6465550137,2005-09-01 00:00:00.000,adventure-works.com,2005-09,2005,10,Jovita A. Carmody
93,Mr.,Prashanth,Unknown,Desai,Stationary Bikes and Stands,adventure-works\jillian0,prashanth0@adventure-works.com,1385550156,2005-09-01 00:00:00.000,adventure-works.com,2005-09,2005,10,Prashanth Unknown Desai
94,Mr.,Scott,Unknown,Konersmann,Specialty Sports Store,adventure-works\jillian0,scott6@adventure-works.com,5565550192,2006-07-01 00:00:00.000,adventure-works.com,2006-07,2006,10,Scott Unknown Konersmann
95,Ms.,Jane,N.,Carmichael,Rural Department Store,adventure-works\shu0,jane0@adventure-works.com,7165550167,2007-07-01 00:00:00.000,adventure-works.com,2007-07,2007,10,Jane N. Carmichael
96,Ms.,Bonnie,B.,Lepro,More Bikes!,adventure-works\linda3,bonnie2@adventure-works.com,3545550130,2005-09-01 00:00:00.000,adventure-works.com,2005-09,2005,10,Bonnie B. Lepro
97,Mr.,Eugene,Unknown,Kogan,Mountain Bike Center,adventure-works\shu0,eugene2@adventure-works.com,1365550134,2006-08-01 00:00:00.000,adventure-works.com,2006-08,2006,10,Eugene Unknown Kogan
100,Mr.,Kirk,T,King,Up-To-Date Sports,adventure-works\josé1,kirk2@adventure-works.com,9795550163,2007-08-01 00:00:00.000,adventure-works.com,2007-08,2007,10,Kirk T King
101,Mr.,William,J.,Conner,Urban Sports Emporium,adventure-works\josé1,william1@adventure-works.com,3835550111,2006-08-01 00:00:00.000,adventure-works.com,2006-08,2006,10,William J. Conner
102,Ms.,Linda,Unknown,Leste,National Manufacturing,adventure-works\garrett1,linda7@adventure-works.com,4935550134,2005-08-01 00:00:00.000,adventure-works.com,2005-08,2005,10,Linda Unknown Leste
106,Ms.,Andrea,A.,Thomsen,West Side Mart,adventure-works\jae0,andrea1@adventure-works.com,1115005550120,2007-09-01 00:00:00.000,adventure-works.com,2007-09,2007,13,Andrea A. Thomsen
109,Mr.,Daniel,P.,Thompson,Travel Sports,adventure-works\pamela0,daniel2@adventure-works.com,2475550197,2007-09-01 00:00:00.000,adventure-works.com,2007-09,2007,10,Daniel P. Thompson
110,Ms.,Kendra,N.,Thompson,Vintage Sport Boutique,adventure-works\david8,kendra0@adventure-works.com,4645550188,2007-07-01 00:00:00.000,adventure-works.com,2007-07,2007,10,Kendra N. Thompson
111,Mr.,Scott,A.,Colvin,Westside Cycle Store,adventure-works\jillian0,scott1@adventure-works.com,1195550144,2005-12-01 00:00:00.000,adventure-works.com,2005-12,2005,10,Scott A. Colvin
112,Ms.,Elsie,L.,Lewin,Town Industries,adventure-works\jillian0,elsie0@adventure-works.com,8035550116,2007-09-01 00:00:00.000,adventure-works.com,2007-09,2007,10,Elsie L. Lewin
113,Mr.,Donald,M.,Thompson,Trendy Department Stores,adventure-works\shu0,donald1@adventure-works.com,2735550111,2007-09-01 00:00:00.000,adventure-works.com,2007-09,2007,10,Donald M. Thompson
114,Mr.,John,L.,Colon,Two Wheels Cycle Store,adventure-works\linda3,john14@adventure-works.com,3975550144,2005-09-01 00:00:00.000,adventure-works.com,2005-09,2005,10,John L. Colon
115,Mr.,George,Z.,Li,Security Racks and Locks Wholesalers,adventure-works\shu0,george3@adventure-works.com,6995550183,2006-08-01 00:00:00.000,adventure-works.com,2006-08,2006,10,George Z. Li
118,Mr.,Yale,Unknown,Li,Rapid Bikes,adventure-works\josé1,yale0@adventure-works.com,3165550138,2005-09-01 00:00:00.000,adventure-works.com,2005-09,2005,10,Yale Unknown Li
119,Ms.,Phyllis,A.,Thomas,Red Bicycle Company,adventure-works\josé1,phyllis2@adventure-works.com,6675550112,2005-07-01 00:00:00.000,adventure-works.com,2005-07,2005,10,Phyllis A. Thomas
120,Mr.,Pat,Unknown,Coleman,Machines & Cycles Store,adventure-works\garrett1,pat2@adventure-works.com,2925550128,2007-07-01 00:00:00.000,adventure-works.com,2007-07,2007,10,Pat Unknown Coleman
124,Ms.,Yuhong,Unknown,Li,Nearby Sporting Goods,adventure-works\jae0,yuhong1@adventure-works.com,1115005550176,2006-08-01 00:00:00.000,adventure-works.com,2006-08,2006,13,Yuhong Unknown Li
127,Mr.,Joseph,M.,Lique,Front Sporting Goods,adventure-works\pamela0,joseph2@adventure-works.com,1195550195,2006-08-01 00:00:00.000,adventure-works.com,2006-08,2006,10,Joseph M. Lique
128,Ms.,Judy,J.,Thames,Demand Distributors,adventure-works\david8,judy3@adventure-works.com,7995550118,2006-06-01 00:00:00.000,adventure-works.com,2006-06,2006,10,Judy J. Thames
129,Ms.,Connie,L.,Coffman,Discount Bicycle Specialists,adventure-works\jillian0,connie0@adventure-works.com,4265550181,2005-11-01 00:00:00.000,adventure-works.com,2005-11,2005,10,Connie L. Coffman
130,Mr.,Paulo,H.,Lisboa,Elite Bikes,adventure-works\jillian0,paulo0@adventure-works.com,3805550116,2006-09-01 00:00:00.000,adventure-works.com,2006-09,2006,10,Paulo H. Lisboa
131,Ms.,Vanessa,J.,Tench,Eighth Bike Store,adventure-works\shu0,vanessa0@adventure-works.com,7855550163,2007-08-01 00:00:00.000,adventure-works.com,2007-08,2007,10,Vanessa J. Tench
132,Ms.,Teanna,M.,Cobb,Another Sporting Goods Company,adventure-works\linda3,teanna0@adventure-works.com,6615550168,2007-08-01 00:00:00.000,adventure-works.com,2007-08,2007,10,Teanna M. Cobb
133,Mr.,Michael,Unknown,Graff,Commercial Sporting Goods,adventure-works\shu0,michael16@adventure-works.com,1325550150,2006-09-01 00:00:00.000,adventure-works.com,2006-09,2006,10,Michael Unknown Graff
136,Mr.,Derek,Unknown,Graham,Wholesale Parts,adventure-works\josé1,derek0@adventure-works.com,6745550187,2005-08-01 00:00:00.000,adventure-works.com,2005-08,2005,10,Derek Unknown Graham
137,Unknown,Gytis,M,Barzdukas,Transportation Options,adventure-works\josé1,gytis0@adventure-works.com,2575550119,2005-11-01 00:00:00.000,adventure-works.com,2005-11,2005,10,Gytis M Barzdukas
138,Ms.,Jane,Unknown,Clayton,South Bike Company,adventure-works\garrett1,jane1@adventure-works.com,2065550195,2007-08-01 00:00:00.000,adventure-works.com,2007-08,2007,10,Jane Unknown Clayton
142,Mr.,Jon,Unknown,Grande,Riding Cycles,adventure-works\jae0,jon1@adventure-works.com,1115005550114,2007-09-01 00:00:00.000,adventure-works.com,2007-09,2007,13,Jon Unknown Grande
145,Mr.,Ted,Unknown,Bremer,Raw Materials Inc,adventure-works\pamela0,ted0@adventure-works.com,9625550166,2005-08-01 00:00:00.000,adventure-works.com,2005-08,2005,10,Ted Unknown Bremer
